Symbol,Name,Exchange,Sector,Sector Name,S&P 500,Industry
LU,Lufax Holding Ltd.,NYSE,XLF,,False,Consumer Finance
LUCD,Lucid Diagnostics Inc.,NASD,XLV,,False,Medical Equipment
LUCY,Innovative Eyewear Inc.,NASD,XLV,,False,Medical Equipment
LUGDF,Lundin Gold Inc.,OTCM,XLB,,False,Nonferrous Metals
LULU,Lululemon Athletica Inc.,NASD,XLY,,True,Clothing & Accessories
LUMN,Lumen Technologies Inc,NYSE,XLC,,False,Media Agencies
LUMO,"Lumos Pharma, Inc.",NASD,XLV,,False,Pharmaceuticals
LUNA,Luna Innovations Inc.,NASD,XLK,,False,Electrical Components
LUNG,Pulmonx Corp.,NASD,XLV,,False,Medical Equipment
LUNMF,Lundin Mining Corp.,OTCM,XLB,,False,Commodity Chemicals
LUNR,Intuitive Machines Inc.,NASD,XLI,,False,Airlines
LUV,Southwest Airlines Co.,NYSE,XLI,,True,Diversified Industrials
LUXH,LuxUrban Hotels Inc.,NASD,XLY,,False,Toys
LVLU,Lulus Fashion Lounge Holdings Inc.,NASD,XLY,,False,Clothing & Accessories
LVMUY,LVMH Moet Hennessy Louis Vuitton,OTCM,XLY,,False,Gambling
LVO,"LiveOne, Inc.",NASD,XLC,,False,Entertainment
LVRO,Lavoro Limited,NASD,XLP,,False,Food Products
LVS,Las Vegas Sands Corp.,NYSE,XLY,,True,Business Training Agencies
LVTX,LAVA Therapeutics NV,NASD,XLV,,False,Biotechnology
LW,"Lamb Weston Holdings, Inc.",NYSE,XLP,,True,Food Products
LWAY,"Lifeway Foods, Inc.",NASD,XLP,,False,Food Products
LWLG,"Lightwave Logic, Inc.",NASD,XLK,,False,Computer Services
LX,LexinFintech Holdings Ltd.,NASD,XLF,,False,Consumer Finance
LXEH,Lixiang Education Holding Co Ltd.,NASD,XLY,,False,Furnishings
LXFR,Luxfer Holdings plc,NYSE,XLI,,False,Business Support Services
LXP,Lexington Corp. Properties Trust,NYSE,XLRE,,False,Residential REITs
LXRX,"Lexicon Pharmaceuticals, Inc.",NASD,XLV,,False,Biotechnology
LXU,LSB Industries,NYSE,XLB,,False,Commodity Chemicals
LYB,LyondellBasell Industries NV,NYSE,XLB,,True,Gold Mining
LYEL,Lyell Immunopharma Inc.,NASD,XLV,,False,Biotechnology
LYFT,Lyft Inc.,NASD,XLK,,False,Software
LYG,Lloyds TSB Group Plc,NYSE,XLF,,False,Banks
LYRA,Lyra Therapeutics,NASD,XLV,,False,Biotechnology
LYSCF,Lynas Corporation Ltd.,OTCM,XLB,,False,General Mining
LYSDY,Lynas Corp. Ltd.,OTCM,XLB,,False,Nonferrous Metals
LYT,Lytus Technologies Holdings PTV Ltd.,NASD,XLK,,False,Electrical Components
LYTS,"LSI Industries, Inc.",NASD,XLK,,False,Electrical Components
LYV,"Live Nation Entertainment, Inc.",NYSE,XLC,,True,Publishing
LZ,LegalZoom.com Inc.,NASD,XLI,,False,Business Support Services
LZB,"La Z Boy, Inc.",NYSE,XLY,,False,Broadline Retailers
M,Macy's Inc.,NYSE,XLY,,False,Broadline Retailers
MA,Mastercard,NYSE,XLF,,True,Consumer Finance
MAA,Mid-America Apartment Communities Inc.,NYSE,XLRE,,True,Retail REITs
MAC,Macerich Co.,NYSE,XLRE,,False,Diversified REITs
MACE,"Mace Security Intl, Inc.",OTCM,XLK,,False,Renewable Energy Equipment
MACK,"Merrimack Pharmaceuticals, Inc.",NASD,XLV,,False,Pharmaceuticals
MAG,MAG Silver Corp.,AMEX,XLB,,False,Paper
MAIA,MAIA Biotechnology Inc.,AMEX,XLV,,False,Biotechnology
MAIN,Main Street and Main Inc.,NYSE,XLF,,False,Property-Casualty Insurance
MAKSY,Marks & Spencer Group Plc,OTCM,XLY,,False,Business Training Agencies
MAMA,"MamaMancini's Holdings, Inc.",NASD,XLP,,False,Food Products
MAN,ManpowerGroup,NYSE,XLY,,False,Recreational Services
MANH,"Manhattan Associates, Inc.",NASD,XLK,,False,Semiconductors
MANU,Manchester United Ltd.,NYSE,XLY,,False,Hotels
MAR,"Marriott International, Inc.",NASD,XLY,,True,Automobiles
MARA,Marathon Digital Holdings Inc,NASD,XLI,,False,Building Materials
MARK,"Remark Holdings, Inc.",NASD,XLC,,False,Internet
MARPS,Marine Petroleum Trust,NASD,XLE,,False,Coal
MAS,Masco Corp.,NYSE,XLI,,True,Building Materials
MASI,Masimo Corp.,NASD,XLV,,False,Health Care Providers
MAT,"Mattel, Inc.",NASD,XLY,,False,Special Consumer Services
MATH,Metalpha Technology Holding Limited,NASD,XLC,,False,Internet
MATV,Mativ Holdings Inc.,NYSE,XLB,,False,Specialty Chemicals
MATW,Matthews International Corporation,NASD,XLY,,False,Special Consumer Services
MATX,"Matson, Inc.",NYSE,XLI,,False,Transportation Services
MAX,MediaAlpha Inc.,NYSE,XLC,,False,Media Agencies
MAXN,Maxeon Solar Technologies Ltd.,NASD,XLK,,False,Electronic Equipment
MBC,"MasterBrand, Inc.",NYSE,XLI,,False,Building Materials
MBCN,Middlefield Banc Corp.,NASD,XLF,,False,Banks
MBGAF,Mercedes Benz Group AG,OTCM,XLY,,False,Recreational Products
MBI,MBIA Inc.,NYSE,XLF,,False,Specialty Finance
MBIN,Merchants Bancorp,NASD,XLF,,False,Banks
MBIO,"Mustang Bio, Inc.",NASD,XLV,,False,Biotechnology
MBLY,Mobileye Global Inc.,NASD,XLK,,False,Electrical Components
MBOT,"Microbot Medical, Inc.",NASD,XLV,,False,Biotechnology
MBRX,"Moleculin Biotech, Inc.",NASD,XLV,,False,Biotechnology
MBUU,"Malibu Boats, Inc.",NASD,XLY,,False,Restaurants & Bars
MBWM,Mercantile Bank Corp.,NASD,XLF,,False,Banks
MC,Moelis & Co.,NYSE,XLF,,False,Specialty Finance
MCB,Metropolitan Bank Holding Corp.,NYSE,XLF,,False,Banks
MCBC,Macatawa Bank Corp.,NASD,XLF,,False,Banks
MCBS,MetroCity Bankshares Inc,NASD,XLF,,False,Banks
MCD,McDonalds Corp.,NYSE,XLY,,True,Recreational Products
MCFT,"MCBC Holdings, Inc.",NASD,XLY,,False,Gambling
MCHP,Microchip Technology Inc.,NASD,XLK,,True,Software
MCHX,"Marchex, Inc.",NASD,XLC,,False,Media Agencies
MCK,McKesson Corp.,NYSE,XLV,,True,Pharmaceuticals
MCLD,mCloud Technologies Corp.,NASD,XLK,,False,Software
MCO,Moody's Corp.,NYSE,XLF,,True,Property-Casualty Insurance
MCRB,"Seres Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
MCRI,"Monarch Casino & Resort, Inc.",NASD,XLY,,False,Recreational Services
MCS,Marcus Corp.,NYSE,XLY,,False,Home Construction
MCW,Mister Car Wash Inc.,NYSE,XLY,,False,Special Consumer Services
MCY,Mercury General Corp.,NYSE,XLF,,False,Life Insurance
MD,"Mednax, Inc.",NYSE,XLV,,False,Medical Equipment
MDB,"MongoDB, Inc.",NASD,XLK,,False,Software
MDC,"MDC Holdings, Inc.",NYSE,XLY,,False,Business Training Agencies
MDGL,"Madrigal Pharmaceuticals, Inc.",NASD,XLV,,False,Pharmaceuticals
MDGS,Medigus Ltd.,NASD,XLV,,False,Medical Equipment
MDIA,MediaCo Holding Inc.,NASD,XLC,,False,Internet
MDLZ,"Mondelez International, Inc.",NASD,XLP,,True,Food Products
MDNA,Medicenna Therapeutics Corp.,NASD,XLV,,False,Biotechnology
MDRR,"Medalist Diversified REIT, Inc.",NASD,XLRE,,False,Diversified REITs
MDRX,Veradigm Inc,NASD,XLK,,False,Software
MDT,"Medtronic, Inc.",NYSE,XLV,,True,Medical Equipment
MDU,"MDU Resources Group, Inc.",NYSE,XLI,,False,Commercial Vehicles
MDV,Modiv Inc.,NYSE,XLRE,,False,Mortgage REITs
MDVL,"MedAvail Holdings, Inc.",NASD,XLP,,False,Food Products
MDWD,MediWound Ltd.,NASD,XLV,,False,Biotechnology
MDWT,Midwest Holding Inc.,NASD,XLF,,False,Financial Administration
MDXG,"MiMedx Group, Inc.",NASD,XLV,,False,Medical Supplies
MDXH,MDxHealth SA,NASD,XLV,,False,Biotechnology
MEC,"Mayville Engineering Co., Inc.",NYSE,XLI,,False,Industrial Machinery
MED,"Medifast, Inc.",NYSE,XLP,,False,Food Retailers
MEDP,"Medpace Holdings, Inc.",NASD,XLV,,False,Biotechnology
MEDS,Trxade Group Inc.,NASD,XLV,,False,Pharmaceuticals
MEEC,Midwest Energy Emissions Corp.,OTCM,XLI,,False,Business Support Services
MEG,Montrose Environmental Group Inc.,NYSE,XLI,,False,Airlines
MEGL,Magic Empire Global Ltd.,NASD,XLF,,False,Life Insurance
MEI,"Methode Electronics, Inc.",NYSE,XLK,,False,Computer Services
MEIP,"MEI Pharma, Inc.",NASD,XLV,,False,Pharmaceuticals
MELI,MercadoLibre Inc.,NASD,XLY,,False,Travel & Tourism
MEOH,Methanex Corp.,NASD,XLB,,False,Paper
MERC,"Mercer Intl, Inc.",NASD,XLB,,False,Nonferrous Metals
MESA,Mesa Air Group Inc,NASD,XLI,,False,Business Support Services
MESO,Mesoblast Ltd.,NASD,XLV,,False,Biotechnology
MET,"Metlife, Inc.",NYSE,XLF,,True,Life Insurance
META,"Meta Platforms, Inc.",NASD,XLC,,True,Entertainment
METC,"Ramaco Resources, Inc.",NASD,XLE,,False,Exploration & Production
METX,Meten EdtechX Education Group Ltd.,NASD,XLY,,False,Auto Parts
MF,Missfresh Ltd.,NASD,XLP,,False,Food Products
MFA,MFA Financial Inc.,NYSE,XLRE,,False,Real Estate Development
MFC,Manulife Financial Corp.,NYSE,XLF,,False,Specialty Finance
MFG,Mizuho Financial Group Inc.,NYSE,XLF,,False,Banks
MFH,Mercurity Fintech Holding Inc,NASD,XLI,,False,Business Support Services
MFIC,Apollo Investment Corp.,NASD,XLF,,False,Specialty Finance
MFIN,Medallion Financial Corp.,NASD,XLF,,False,Asset Managers
MG,Mistras Group Inc.,NYSE,XLI,,False,Business Support Services
MGA,Magna International Inc.,NYSE,XLY,,False,Gambling
MGAFF,Mega Uranium Ltd.,OTCM,XLB,,False,Containers & Packaging
MGAM,Mobile GlobalEsports Inc.,NASD,XLC,,False,Media Agencies
MGEE,"MGE Energy, Inc.",NASD,XLU,,False,Conventional Electricity
MGIC,Magic Software Enterprises Ltd.,NASD,XLK,,False,Software
MGIH,Millennium Group International Holdings Ltd.,NASD,XLB,,False,General Mining
MGLD,Marygold Companies Inc.,AMEX,XLF,,False,Investment Services
MGM,MGM Resorts International,NYSE,XLY,,True,Clothing & Accessories
MGNI,"Magnite, Inc",NASD,XLK,,False,Software
MGNX,MacroGenics Inc.,NASD,XLV,,False,Biotechnology
MGOL,MGO Global Inc.,NASD,XLY,,False,Furnishings
MGPHF,Mason Graphite Inc.,OTCM,XLB,,False,General Mining
MGPI,"MGP Ingredients, Inc.",NASD,XLP,,False,Food Products
MGR,Affiliated Managers Group Inc.,NYSE,XLF,,False,Reinsurance
MGRC,McGrath RentCorp,NASD,XLI,,False,Industrial Suppliers
MGRM,Monogram Orthopaedics Inc.,NASD,XLV,,False,Biotechnology
MGRX,Mangoceuticals Inc.,NASD,XLV,,False,Pharmaceuticals
MGTA,"Magenta Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
MGTI,MGT Capital Investments Inc.,OTCM,XLK,,False,Software
MGTX,MeiraGTx Holdings plc,NASD,XLV,,False,Biotechnology
MGY,Magnolia Oil & Gas Corporation,NYSE,XLE,,False,Oil Equipment & Services
MGYR,Magyar Bancorp Inc.,NASD,XLF,,False,Banks
MHGVY,Marine Harvest Group,OTCM,XLP,,False,Food Products
MHH,"Mastech Digital, Inc.",AMEX,XLK,,False,Computer Services
MHK,"Mohawk Inds, Inc.",NYSE,XLY,,True,Home Construction
MHLD,Maiden Holdings Ltd.,NASD,XLF,,False,Reinsurance
MHNC,"Maiden Holdings North America, Ltd.",NYSE,XLF,,False,Specialty Finance
MHO,"M/I Homes, Inc.",NYSE,XLY,,False,Durable Household Products
MHTX,Manhattan Scientifics Inc.,OTCM,XLF,,False,Property-Casualty Insurance
MHUA,Meihua International Medical Technologies Co Ltd.,NASD,XLV,,False,Medical Equipment
MICR,"Micron Solutions, Inc.",AMEX,XLV,,False,Medical Equipment
MIDD,Middleby Corp.,NASD,XLY,,False,Durable Household Products
MIGI,Mawson Infrastructure Group Inc.,NASD,XLK,,False,Telecom Equipment
MIND,MIND Technology,NASD,XLE,,False,Exploration & Production
MINM,Minim Inc.,NASD,XLK,,False,Electronic Equipment
MIR,"Mirion Technologies, Inc.",NYSE,XLV,,False,Medical Equipment
MIRM,Mirum Pharmaceuticals Inc.,NASD,XLV,,False,Pharmaceuticals
MIRO,Miromatrix Medical Inc.,NASD,XLV,,False,Biotechnology
MIST,Milestone Pharmaceuticals Inc.,NASD,XLV,,False,Pharmaceuticals
MITEY,"Mitsubishi Estate Co., Ltd.",OTCM,XLRE,,False,Mortgage REITs
MITK,"Mitek Systems, Inc.",NASD,XLK,,False,Semiconductors
MITQ,Moving iMage Technologies Inc.,AMEX,XLK,,False,Electronic Equipment
MITSY,"Mitsui & Co., Ltd.",OTCM,XLI,,False,Business Support Services
MITT,"AG Mortgage Investment Trust, Inc.",NYSE,XLRE,,False,Real Estate Development
MIXT,MiX Telematics Ltd.,NYSE,XLI,,False,Industrial Machinery
MJNA,Medical Marijuana Inc.,OTCM,XLV,,False,Pharmaceuticals
MKC,"McCormick & Co., Inc.",NYSE,XLP,,True,Food Products
MKC/V,"McCormick & Co., Inc.",NYSE,XLP,,False,Soft Drinks
MKL,Markel Corp.,NYSE,XLF,,False,Investment Services
MKSI,"MKS Instruments, Inc.",NASD,XLK,,False,Software
MKTAY,Makita Corp.,OTCM,XLY,,False,Gambling
MKTX,MarketAxess Holdings Inc.,NASD,XLF,,True,Insurance Brokers
MKUL,"Molekule Group, Inc.",NASD,XLV,,False,Medical Supplies
MLAB,"Mesa Laboratories, Inc.",NASD,XLK,,False,Telecom Equipment
MLCO,Melco Resorts & Entertainment Ltd.,NASD,XLY,,False,Furnishings
MLI,Mueller Industries Inc.,NYSE,XLI,,False,Building Materials
MLKN,"MillerKnoll, Inc.",NASD,XLY,,False,Auto Parts
MLLOF,Medallion Resources Ltd.,OTCM,XLB,,False,Specialty Chemicals
MLM,Martin Marietta Materials,NYSE,XLI,,True,Commercial Vehicles
MLNK,"MeridianLink, Inc.",NYSE,XLK,,False,Semiconductors
MLP,"Maui Land & Pineapple Co., Inc.",NYSE,XLRE,,False,Real Estate Services
MLR,Miller Industries Inc Tn,NYSE,XLI,,False,Diversified Industrials
MLRT,Metalert Inc.,OTCM,XLK,,False,Electronic Equipment
MLSS,"Milestone Scientific, Inc.",AMEX,XLV,,False,Medical Supplies
MLTX,MoonLake Immunotherapeutics,NASD,XLV,,False,Pharmaceuticals
MLYS,Mineralys Therapeutics Inc.,NASD,XLV,,False,Pharmaceuticals
MMAT,Meta Materials Inc.,NASD,XLE,,False,Pipelines
MMC,Marsh and McLennan Co.,NYSE,XLF,,True,Specialty Finance
MMI,"Marcus & Millichap, Inc.",NYSE,XLRE,,False,Specialty REITs
MMLP,Martin Midstream Partners L.P.,NASD,XLE,,False,Pipelines
MMM,3M Co.,NYSE,XLI,,True,Business Support Services
MMP,"Magellan Midstream Partners, LP",NYSE,XLE,,False,Integrated Oil & Gas
MMS,"Maximus, Inc.",NYSE,XLI,,False,Commercial Vehicles
MMSI,"Merit Medical Systems, Inc.",NASD,XLV,,False,Health Care Providers
MMTIF,Micromem Technologies,OTCM,XLK,,False,Software
MMYT,MakeMyTrip Ltd.,NASD,XLY,,False,Special Consumer Services
MNDO,MIND C.T.I. Ltd.,NASD,XLK,,False,Software
MNDY,Monday.com Ltd.,NASD,XLK,,False,Software
MNK,Mallinckrodt plc,AMEX,XLV,,False,Pharmaceuticals
MNKD,MannKind Corp.,NASD,XLV,,False,Biotechnology
MNMD,Mind Medicine Inc.,NASD,XLV,,False,Biotechnology
MNOV,MediciNova Inc.,NASD,XLV,,False,Pharmaceuticals
MNPR,Monopar Therapeutics Inc.,NASD,XLV,,False,Biotechnology
MNRO,"Monro, Inc.",NASD,XLY,,False,Special Consumer Services
MNSB,MainStreet Bancshares Inc.,NASD,XLF,,False,Banks
MNST,Monster Beverage Corp.,NASD,XLP,,True,Tobacco
MNTK,Montauk Renewables Inc.,NASD,XLU,,False,Water
MNTR,"Mentor Capital, Inc.",OTCM,XLF,,False,Consumer Finance
MNTX,Manitex Intl Inc.,NASD,XLI,,False,Aerospace
MO,Altria Group Inc.,NYSE,XLP,,True,Food Products
MOB,Mobilicom Limited,NASD,XLK,,False,Computer Services
MOBQ,"Mobiquity Technologies, Inc.",OTCM,XLC,,False,Publishing
MOD,Modine Manufacturing Co.,NYSE,XLY,,False,Recreational Products
MODD,Modular Medical Inc.,NASD,XLV,,False,Biotechnology
MODG,Topgolf Callaway Brands Corp.,NYSE,XLY,,False,Clothing & Accessories
MODN,"Model N, Inc.",NYSE,XLK,,False,Electronic Equipment
MODV,ModivCare Inc.,NASD,XLY,,False,Specialty Retailers
MOFG,"Midwest One Financial Group, Inc.",NASD,XLF,,False,Banks
MOG/A,"Moog, Inc.",NYSE,XLI,,False,Business Support Services
MOGO,Mogo Finance Technology Inc.,NASD,XLF,,False,Property-Casualty Insurance
MOGU,MOGU Inc.,NYSE,XLY,,False,Special Consumer Services
MOH,"Molina Healthcare, Inc.",NYSE,XLV,,True,Medical Equipment
MOLN,Molecular Partners AG,NASD,XLV,,False,Biotechnology
MOMO,Hello Group Inc.,NASD,XLK,,False,Software
MOND,Mondee Holdings Inc,NASD,XLK,,False,Software
MOR,MorphoSys AG,NASD,XLV,,False,Biotechnology
MORF,Morphic Holding Inc.,NASD,XLV,,False,Biotechnology
MORN,Morningstar Inc.,NASD,XLC,,False,Internet
MOS,Mosaic Co.,NYSE,XLB,,True,General Mining
MOTS,"Motus Gi Holdings, Inc.",NASD,XLV,,False,Medical Equipment
MOV,"Movado Group, Inc.",NYSE,XLY,,False,Auto Parts
MOVE,Movano Inc.,NASD,XLV,,False,Medical Equipment
MOXC,"Moxian, Inc.",NASD,XLC,,False,Entertainment
MP,MP XLB Corp.,NYSE,XLB,,False,Steel
MPAA,Motorcar Parts of America Inc.,NASD,XLY,,False,Recreational Products
MPB,Mid Penn Bancorp,NASD,XLF,,False,Banks
MPC,Marathon Petroleum Corp.,NYSE,XLE,,True,Pipelines
MPLN,MultiPlan Corp.,NYSE,XLK,,False,Semiconductors
MPLX,MPLX LP,NYSE,XLE,,False,Integrated Oil & Gas
MPTI,M-tron Industries Inc.,AMEX,XLK,,False,Electrical Components
MPU,Mega Matrix Corp.,AMEX,XLI,,False,Trucking
MPW,Medical Properties Trust Inc.,NYSE,XLRE,,False,Specialty REITs
MPWR,"Monolithic Power Systems, Inc.",NASD,XLK,,True,Software
MPX,Marine Products Corp.,NYSE,XLY,,False,Gambling
MQ,Marqeta Inc.,NASD,XLK,,False,Semiconductors
MRAAY,Murata Manufacturing Co. Ltd.,OTCM,XLK,,False,Computer Hardware
MRAI,Marpai Inc.,NASD,XLI,,False,Industrial Machinery
MRAM,"Everspin Technologies, Inc.",NASD,XLK,,False,Software
MRBK,Meridian Corp.,NASD,XLF,,False,Banks
MRC,MRC Global Inc.,NYSE,XLI,,False,Industrial Machinery
MRCC,Monroe Capital Corp.,NASD,XLF,,False,Investment Services
MRCY,Mercury Systems Inc.,NASD,XLK,,False,Computer Services
MREO,Mereo BioPharma Group Plc,NASD,XLV,,False,Biotechnology
MRIN,Marin Software Inc.,NASD,XLK,,False,Semiconductors
MRK,"Merck & Co., Inc.",NYSE,XLV,,True,Pharmaceuticals
MRKR,"Marker Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
MRMD,MariMed Inc.,OTCM,XLK,,False,Telecom Equipment
MRNA,Moderna Inc.,NASD,XLV,,True,Pharmaceuticals
MRNS,"Marinus Pharmaceuticals, Inc.",NASD,XLV,,False,Pharmaceuticals
MRO,Marathon Oil,NYSE,XLE,,False,Exploration & Production
MRSN,"Mersana Therapeutics, Inc.",NASD,XLV,,False,Pharmaceuticals
MRTN,"Marten Transport, Ltd.",NASD,XLI,,False,Marine Transportation
MRTX,"Mirati Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
MRUS,Merus BV,NASD,XLV,,False,Biotechnology
MRVI,Maravai LifeSciences Holdings Inc.,NASD,XLV,,False,Biotechnology
MRVL,Marvell Technology Inc,NASD,XLK,,False,Software
MS,Morgan Stanley,NYSE,XLF,,True,Investment Services
MS/PA,Morgan Stanley,NYSE,XLF,,False,Property-Casualty Insurance
MSA,Mine Safety Appliances Co.,NYSE,XLI,,False,Industrial Suppliers
MSADY,"MS&AD Insurance Group Holdings, Inc.",OTCM,XLF,,False,Asset Managers
MSB,Mesabi Trust,NYSE,XLF,,False,Specialty Finance
MSBI,"Midland States Bancorp, Inc.",NASD,XLF,,False,Banks
MSC,Studio City International Holdings Ltd.,NYSE,XLY,,False,Recreational Services
MSCI,"MSCI, Inc.",NYSE,XLF,,True,Mortgage Finance
MSEX,Middlesex Water Co.,NASD,XLU,,False,Conventional Electricity
MSFT,Microsoft Corp.,NASD,XLK,,True,Software
MSGE,Madison Square Garden Entertainment Corp.,NYSE,XLC,,False,Entertainment
MSGM,Motorsport Games Inc.,NASD,XLC,,False,Internet
MSGS,Madison Square Garden Co.,NYSE,XLY,,False,Home Construction
MSI,Motorola Solutions Inc.,NYSE,XLK,,True,Electronic Equipment
MSM,Msc Industrial Direct Co.,NYSE,XLI,,False,Commercial Vehicles
MSN,Emerson Radio Corp.,AMEX,XLK,,False,Electronic Equipment
MSTR,MicroStrategy Inc.,NASD,XLK,,False,Software
MT,ArcelorMittal SA,NYSE,XLB,,False,Gold Mining
MTA,Metalla Royalty & Streaming Ltd.,AMEX,XLB,,False,Nonferrous Metals
MTB,M&T Bank Corp.,NYSE,XLF,,True,Banks
MTBL,Moatable Inc.,NYSE,XLY,,False,Specialty Retailers
MTCH,"Match Group, Inc",NASD,XLC,,True,Mobile Telecommunications
MTD,"Mettler Toledo Intl, Inc.",NYSE,XLV,,True,Medical Supplies
MTDR,Matador Resources Co.,NYSE,XLE,,False,Exploration & Production
MTEK,Maris Tech Ltd.,NASD,XLK,,False,Electronic Equipment
MTEM,"Molecular Templates, Inc.",NASD,XLV,,False,Biotechnology
MTEX,"Mannatech, Inc.",NASD,XLP,,False,Food Products
MTG,MGICInvt Corp Wis,NYSE,XLF,,False,Investment Services
MTH,Meritage Homes Corp.,NYSE,XLY,,False,Hotels
MTLS,Materialise NV,NASD,XLK,,False,Semiconductors
MTN,"Vail Resorts, Inc.",NYSE,XLY,,False,Automobiles
MTNB,"Matinas BioPharma Holdings, Inc.",AMEX,XLV,,False,Pharmaceuticals
MTNOY,MTN Group Ltd.,OTCM,XLC,,False,Entertainment
MTR,Mesa Royalty Tr,NYSE,XLE,,False,Oil Equipment & Services
MTRN,Materion Corp.,NYSE,XLB,,False,Commodity Chemicals
MTRX,Matrix Service Co.,NASD,XLE,,False,Integrated Oil & Gas
MTSI,"MACOM Technology Solutions Holdings, Inc.",NASD,XLK,,False,Software
MTTR,"Matterport, Inc.",NASD,XLK,,False,Semiconductors
MTW,"Manitowoc Co, Inc.",NYSE,XLI,,False,Heavy Construction
MTX,Minerals Technologies Inc.,NYSE,XLB,,False,Gold Mining
MTZ,"Mastec, Inc.",NYSE,XLI,,False,Industrial Suppliers
MU,"Micron Technology, Inc.",NASD,XLK,,True,Semiconductors
MUFG,Mitsubishi UFJ Financial Group Inc.,NYSE,XLF,,False,Banks
MULN,Mullen Automotive Inc.,NASD,XLY,,False,Restaurants & Bars
MUR,Murphy Oil Corp. Holding Co.,NYSE,XLE,,False,Exploration & Production
MUSA,Murphy USA Inc.,NYSE,XLY,,False,Specialty Retailers
MUX,McEwen Mining Inc.,NYSE,XLB,,False,General Mining
MVBF,MVB Financial Corp.,NASD,XLF,,False,Banks
MVIS,"Microvision, Inc.",NASD,XLK,,False,Electronic Equipment
MVLA,Movella Holdings Inc.,NASD,XLK,,False,Telecom Equipment
MVO,MV Oil Trust,NYSE,XLE,,False,Exploration & Production
MVST,"Microvast Holdings, Inc.",NASD,XLI,,False,Building Materials
MWA,Mueller Water Products Inc.,NYSE,XLI,,False,Industrial Machinery
MWG,Multi Ways Holdings Ltd.,AMEX,XLI,,False,Heavy Construction
MWSNF,Mawson Resources Ltd,OTCM,XLB,,False,Gold Mining
MX,MagnaChip Semiconductor Corp.,NYSE,XLK,,False,Semiconductors
MXC,MEXCO Energy Corp.,AMEX,XLE,,False,Oil Equipment & Services
MXCT,MaxCyte Inc.,NASD,XLV,,False,Biotechnology
MXL,MaxLinear Inc.,NASD,XLK,,False,Software
MXSG,Mexus Gold US,OTCM,XLB,,False,Containers & Packaging
MYE,"Myers Industries, Inc.",NYSE,XLB,,False,General Mining
MYFW,First Western Financial Inc.,NASD,XLF,,False,Asset Managers
MYGN,"Myriad Genetics, Inc.",NASD,XLV,,False,Biotechnology
MYMD,"MyMD Pharmaceuticals, Inc.",NASD,XLV,,False,Medical Equipment
MYMX,Mymetics Corp.,OTCM,XLV,,False,Biotechnology
MYNA,Mynaric AG,NASD,XLK,,False,Computer Services
MYNZ,Mainz Biomed B.V.,NASD,XLV,,False,Biotechnology
MYO,"Myomo, Inc.",AMEX,XLV,,False,Medical Equipment
MYPS,"PLAYSTUDIOS, Inc.",NASD,XLC,,False,Fixed Telecommunications
MYRG,"MYR Group, Inc.",NASD,XLI,,False,Commercial Vehicles
MYSZ,"My Size, Inc.",NASD,XLK,,False,Semiconductors
MYTAY,Magyar Telekom Ltd.,OTCM,XLC,,False,Media Agencies
MYTE,MYT Netherlands Parent B.V.,NYSE,XLY,,False,Toys
,Nano Labs Ltd.,NASD,XLK,,False,Software
NAAS,NaaS Technology Inc.,NASD,XLK,,False,Electronic Equipment
NABL,N-able Inc.,NYSE,XLK,,False,Software
NABZY,National Australia Bank,OTCM,XLF,,False,Banks
NAC,Nuveen CA Quality Muni Income Fund,NYSE,XLF,,False,Asset Managers
NAD,Nuveen Quality Municipal Income Fund,NYSE,XLF,,False,Consumer Finance
NAII,"Natural Alternatives Intl, Inc.",NASD,XLP,,False,Distillers & Vintners
NAK,Northern Dynasty Minerals Ltd.,AMEX,XLB,,False,Specialty Chemicals
NAMS,NewAmsterdam Pharma Company B.V.,NASD,XLV,,False,Pharmaceuticals
NANX,Nanophase Technologies Corp.,OTCM,XLB,,False,General Mining
NAOV,"NanoVibronix, Inc.",NASD,XLV,,False,Medical Equipment
NAPA,The Duckhorn Portfolio Inc.,NYSE,XLP,,False,Food Products
NARI,Inari Medical Inc.,NASD,XLV,,False,Medical Equipment
NAT,Nordic American Tanker Shipping Ltd.,NYSE,XLI,,False,Marine Transportation
NATH,"Nathans Famous, Inc.",NASD,XLY,,False,Recreational Services
NATI,National Instruments Corp.,NASD,XLK,,False,Computer Hardware
NATR,"Nature's Sunshine Products, Inc.",NASD,XLP,,False,Food Retailers
NAVB,"Navidea Biopharmaceuticals, Inc.",AMEX,XLV,,False,Health Care Providers
NAVI,Navient Corp.,NASD,XLF,,False,Specialty Finance
NB,NioCorp Developments Ltd.,NASD,XLB,,False,Gold Mining
NBGIF,National Bank Of Greece,OTCM,XLF,,False,Banks
NBHC,National Bank Holdings Corp.,NYSE,XLF,,False,Banks
NBIX,"Neurocrine Biosciences, Inc.",NASD,XLV,,False,Biotechnology
NBN,Northeast Bank,NASD,XLF,,False,Banks
NBR,"Nabors Industries, Inc.",NYSE,XLE,,False,Oil Equipment & Services
NBRVF,Nabriva Therapeutics AG,OTCM,XLV,,False,Biotechnology
NBSE,NeuBase Therapeutics Inc.,NASD,XLV,,False,Pharmaceuticals
